date,Region,PaysDiff,Touristes
2006-10-01,Europe (hors France),Suède,46
2006-11-01,Europe (hors France),Suède,26
2006-12-01,Europe (hors France),Suède,25
2007-01-01,Europe (hors France),Suède,37
2007-02-01,Europe (hors France),Suède,42
2007-03-01,Europe (hors France),Suède,49
2007-04-01,Europe (hors France),Suède,43
2007-05-01,Europe (hors France),Suède,12
2007-06-01,Europe (hors France),Suède,23
2007-07-01,Europe (hors France),Suède,27
2007-08-01,Europe (hors France),Suède,17
2007-09-01,Europe (hors France),Suède,19
2007-10-01,Europe (hors France),Suède,157
2007-11-01,Europe (hors France),Suède,64
2007-12-01,Europe (hors France),Suède,68
2008-01-01,Europe (hors France),Suède,31
2008-02-01,Europe (hors France),Suède,28
2008-03-01,Europe (hors France),Suède,42
2008-04-01,Europe (hors France),Suède,32
2008-05-01,Europe (hors France),Suède,38
2008-06-01,Europe (hors France),Suède,27
2008-07-01,Europe (hors France),Suède,15
2008-08-01,Europe (hors France),Suède,27
2008-09-01,Europe (hors France),Suède,29
2008-10-01,Europe (hors France),Suède,87
2008-11-01,Europe (hors France),Suède,70
2008-12-01,Europe (hors France),Suède,102
2009-01-01,Europe (hors France),Suède,81
2009-02-01,Europe (hors France),Suède,50
2009-03-01,Europe (hors France),Suède,53
2009-04-01,Europe (hors France),Suède,40
2009-05-01,Europe (hors France),Suède,28
2009-06-01,Europe (hors France),Suède,18
2009-07-01,Europe (hors France),Suède,22
2009-08-01,Europe (hors France),Suède,9
2009-09-01,Europe (hors France),Suède,20
2009-10-01,Europe (hors France),Suède,27
2009-11-01,Europe (hors France),Suède,17
2009-12-01,Europe (hors France),Suède,46
2010-01-01,Europe (hors France),Suède,16
2010-02-01,Europe (hors France),Suède,25
2010-03-01,Europe (hors France),Suède,18
2010-04-01,Europe (hors France),Suède,50
2010-05-01,Europe (hors France),Suède,17
2010-06-01,Europe (hors France),Suède,28
2010-07-01,Europe (hors France),Suède,32
2010-08-01,Europe (hors France),Suède,6
2010-09-01,Europe (hors France),Suède,28
2010-10-01,Europe (hors France),Suède,49
2010-11-01,Europe (hors France),Suède,26
2010-12-01,Europe (hors France),Suède,29
2011-01-01,Europe (hors France),Suède,29
2011-02-01,Europe (hors France),Suède,41
2011-03-01,Europe (hors France),Suède,32
2011-04-01,Europe (hors France),Suède,14
2011-05-01,Europe (hors France),Suède,13
2011-06-01,Europe (hors France),Suède,20
2011-07-01,Europe (hors France),Suède,20
2011-08-01,Europe (hors France),Suède,6
2011-09-01,Europe (hors France),Suède,17
2011-10-01,Europe (hors France),Suède,26
2011-11-01,Europe (hors France),Suède,30
2011-12-01,Europe (hors France),Suède,35
2012-01-01,Europe (hors France),Suède,43
2012-02-01,Europe (hors France),Suède,28
2012-03-01,Europe (hors France),Suède,16
2012-04-01,Europe (hors France),Suède,14
2012-05-01,Europe (hors France),Suède,15
2012-06-01,Europe (hors France),Suède,34
2012-07-01,Europe (hors France),Suède,18
2012-08-01,Europe (hors France),Suède,14
2012-09-01,Europe (hors France),Suède,6
2012-10-01,Europe (hors France),Suède,31
2012-11-01,Europe (hors France),Suède,23
2012-12-01,Europe (hors France),Suède,44
2013-01-01,Europe (hors France),Suède,37
2013-02-01,Europe (hors France),Suède,24
2013-03-01,Europe (hors France),Suède,19
2013-04-01,Europe (hors France),Suède,25
2013-05-01,Europe (hors France),Suède,7
2013-06-01,Europe (hors France),Suède,12
2013-07-01,Europe (hors France),Suède,20
2013-08-01,Europe (hors France),Suède,16
2013-09-01,Europe (hors France),Suède,8
2013-10-01,Europe (hors France),Suède,27
2013-11-01,Europe (hors France),Suède,39
2013-12-01,Europe (hors France),Suède,39
2014-01-01,Europe (hors France),Suède,40
2014-02-01,Europe (hors France),Suède,52
2014-03-01,Europe (hors France),Suède,30
2014-04-01,Europe (hors France),Suède,16
2014-05-01,Europe (hors France),Suède,26
2014-06-01,Europe (hors France),Suède,10
2014-07-01,Europe (hors France),Suède,34
2014-08-01,Europe (hors France),Suède,19
2014-09-01,Europe (hors France),Suède,40
2014-10-01,Europe (hors France),Suède,58
2014-11-01,Europe (hors France),Suède,55
2014-12-01,Europe (hors France),Suède,66
2015-01-01,Europe (hors France),Suède,42
2015-02-01,Europe (hors France),Suède,47
2015-03-01,Europe (hors France),Suède,36
2015-04-01,Europe (hors France),Suède,55
2015-05-01,Europe (hors France),Suède,18
2015-06-01,Europe (hors France),Suède,19
2015-07-01,Europe (hors France),Suède,31
2015-08-01,Europe (hors France),Suède,19
2015-09-01,Europe (hors France),Suède,34
2015-10-01,Europe (hors France),Suède,43
2015-11-01,Europe (hors France),Suède,72
2015-12-01,Europe (hors France),Suède,27
2016-01-01,Europe (hors France),Suède,27
2016-02-01,Europe (hors France),Suède,21
2016-03-01,Europe (hors France),Suède,65
2016-04-01,Europe (hors France),Suède,13
2016-05-01,Europe (hors France),Suède,18
2016-06-01,Europe (hors France),Suède,32
2016-07-01,Europe (hors France),Suède,40
2016-08-01,Europe (hors France),Suède,22
2016-09-01,Europe (hors France),Suède,29
2016-10-01,Europe (hors France),Suède,54
2016-11-01,Europe (hors France),Suède,32
2016-12-01,Europe (hors France),Suède,42
2017-01-01,Europe (hors France),Suède,30
2017-02-01,Europe (hors France),Suède,33
2017-03-01,Europe (hors France),Suède,39
2017-04-01,Europe (hors France),Suède,26
2017-05-01,Europe (hors France),Suède,19
2017-06-01,Europe (hors France),Suède,15
2017-07-01,Europe (hors France),Suède,28
2017-08-01,Europe (hors France),Suède,25
2017-09-01,Europe (hors France),Suède,36
2017-10-01,Europe (hors France),Suède,36
2017-11-01,Europe (hors France),Suède,44
2017-12-01,Europe (hors France),Suède,25
2018-01-01,Europe (hors France),Suède,43
2018-02-01,Europe (hors France),Suède,39
2018-03-01,Europe (hors France),Suède,76
2018-04-01,Europe (hors France),Suède,20
2018-05-01,Europe (hors France),Suède,16
2018-06-01,Europe (hors France),Suède,27
2018-07-01,Europe (hors France),Suède,41
2018-08-01,Europe (hors France),Suède,37
2018-09-01,Europe (hors France),Suède,48
2018-10-01,Europe (hors France),Suède,58
2018-11-01,Europe (hors France),Suède,36
2018-12-01,Europe (hors France),Suède,48
2019-01-01,Europe (hors France),Suède,54
2019-02-01,Europe (hors France),Suède,50
2019-03-01,Europe (hors France),Suède,39
2019-04-01,Europe (hors France),Suède,31
2019-05-01,Europe (hors France),Suède,42
2019-06-01,Europe (hors France),Suède,43
2019-07-01,Europe (hors France),Suède,50
2019-08-01,Europe (hors France),Suède,11
2019-09-01,Europe (hors France),Suède,33
2019-10-01,Europe (hors France),Suède,41
2019-11-01,Europe (hors France),Suède,41
2019-12-01,Europe (hors France),Suède,45
2020-01-01,Europe (hors France),Suède,44
2020-02-01,Europe (hors France),Suède,40
2020-03-01,Europe (hors France),Suède,18
2020-07-01,Europe (hors France),Suède,1
2020-08-01,Europe (hors France),Suède,10
2020-09-01,Europe (hors France),Suède,3
2020-10-01,Europe (hors France),Suède,11
2020-11-01,Europe (hors France),Suède,1
2020-12-01,Europe (hors France),Suède,2
2021-01-01,Europe (hors France),Suède,2
2021-02-01,Europe (hors France),Suède,2
2021-05-01,Europe (hors France),Suède,3
2021-06-01,Europe (hors France),Suède,1
2021-07-01,Europe (hors France),Suède,4
2021-08-01,Europe (hors France),Suède,2
2021-09-01,Europe (hors France),Suède,8
2021-10-01,Europe (hors France),Suède,9
2021-11-01,Europe (hors France),Suède,8
2021-12-01,Europe (hors France),Suède,19
2022-01-01,Europe (hors France),Suède,7
2022-02-01,Europe (hors France),Suède,17
2022-03-01,Europe (hors France),Suède,24
2006-01-01,Europe (hors France),Suisse,156
2006-02-01,Europe (hors France),Suisse,176
2006-03-01,Europe (hors France),Suisse,143
2006-04-01,Europe (hors France),Suisse,249
2006-05-01,Europe (hors France),Suisse,182
2006-06-01,Europe (hors France),Suisse,228
2006-07-01,Europe (hors France),Suisse,257
2006-08-01,Europe (hors France),Suisse,130
2006-09-01,Europe (hors France),Suisse,301
2006-10-01,Europe (hors France),Suisse,345
2006-11-01,Europe (hors France),Suisse,253
2006-12-01,Europe (hors France),Suisse,217
2007-01-01,Europe (hors France),Suisse,204
2007-02-01,Europe (hors France),Suisse,214
2007-03-01,Europe (hors France),Suisse,250
2007-04-01,Europe (hors France),Suisse,197
2007-05-01,Europe (hors France),Suisse,213
2007-06-01,Europe (hors France),Suisse,144
2007-07-01,Europe (hors France),Suisse,274
2007-08-01,Europe (hors France),Suisse,160
2007-09-01,Europe (hors France),Suisse,205
2007-10-01,Europe (hors France),Suisse,257
2007-11-01,Europe (hors France),Suisse,230
2007-12-01,Europe (hors France),Suisse,149
2008-01-01,Europe (hors France),Suisse,175
2008-02-01,Europe (hors France),Suisse,152
2008-03-01,Europe (hors France),Suisse,184
2008-04-01,Europe (hors France),Suisse,135
2008-05-01,Europe (hors France),Suisse,166
2008-06-01,Europe (hors France),Suisse,120
2008-07-01,Europe (hors France),Suisse,298
2008-08-01,Europe (hors France),Suisse,168
2008-09-01,Europe (hors France),Suisse,215
2008-10-01,Europe (hors France),Suisse,217
2008-11-01,Europe (hors France),Suisse,208
2008-12-01,Europe (hors France),Suisse,202
2009-01-01,Europe (hors France),Suisse,156
2009-02-01,Europe (hors France),Suisse,153
2009-03-01,Europe (hors France),Suisse,183
2009-04-01,Europe (hors France),Suisse,169
2009-05-01,Europe (hors France),Suisse,172
2009-06-01,Europe (hors France),Suisse,141
2009-07-01,Europe (hors France),Suisse,253
2009-08-01,Europe (hors France),Suisse,129
2009-09-01,Europe (hors France),Suisse,203
2009-10-01,Europe (hors France),Suisse,199
2009-11-01,Europe (hors France),Suisse,166
2009-12-01,Europe (hors France),Suisse,212
2010-01-01,Europe (hors France),Suisse,155
2010-02-01,Europe (hors France),Suisse,133
2010-03-01,Europe (hors France),Suisse,166
2010-04-01,Europe (hors France),Suisse,119
2010-05-01,Europe (hors France),Suisse,147
2010-06-01,Europe (hors France),Suisse,107
2010-07-01,Europe (hors France),Suisse,189
2010-08-01,Europe (hors France),Suisse,108
2010-09-01,Europe (hors France),Suisse,227
2010-10-01,Europe (hors France),Suisse,212
2010-11-01,Europe (hors France),Suisse,154
2010-12-01,Europe (hors France),Suisse,143
2011-01-01,Europe (hors France),Suisse,152
2011-02-01,Europe (hors France),Suisse,114
2011-03-01,Europe (hors France),Suisse,119
2011-04-01,Europe (hors France),Suisse,202
2011-05-01,Europe (hors France),Suisse,147
2011-06-01,Europe (hors France),Suisse,165
2011-07-01,Europe (hors France),Suisse,321
2011-08-01,Europe (hors France),Suisse,169
2011-09-01,Europe (hors France),Suisse,207
2011-10-01,Europe (hors France),Suisse,234
2011-11-01,Europe (hors France),Suisse,195
2011-12-01,Europe (hors France),Suisse,217
2012-01-01,Europe (hors France),Suisse,127
2012-02-01,Europe (hors France),Suisse,150
2012-03-01,Europe (hors France),Suisse,181
2012-04-01,Europe (hors France),Suisse,232
2012-05-01,Europe (hors France),Suisse,165
2012-06-01,Europe (hors France),Suisse,195
2012-07-01,Europe (hors France),Suisse,395
2012-08-01,Europe (hors France),Suisse,221
2012-09-01,Europe (hors France),Suisse,281
2012-10-01,Europe (hors France),Suisse,277
2012-11-01,Europe (hors France),Suisse,166
2012-12-01,Europe (hors France),Suisse,169
2013-01-01,Europe (hors France),Suisse,172
2013-02-01,Europe (hors France),Suisse,178
2013-03-01,Europe (hors France),Suisse,194
2013-04-01,Europe (hors France),Suisse,190
2013-05-01,Europe (hors France),Suisse,183
2013-06-01,Europe (hors France),Suisse,176
2013-07-01,Europe (hors France),Suisse,333
2013-08-01,Europe (hors France),Suisse,215
2013-09-01,Europe (hors France),Suisse,299
2013-10-01,Europe (hors France),Suisse,288
2013-11-01,Europe (hors France),Suisse,246
2013-12-01,Europe (hors France),Suisse,189
2014-01-01,Europe (hors France),Suisse,164
2014-02-01,Europe (hors France),Suisse,173
2014-03-01,Europe (hors France),Suisse,181
2014-04-01,Europe (hors France),Suisse,260
2014-05-01,Europe (hors France),Suisse,241
2014-06-01,Europe (hors France),Suisse,146
2014-07-01,Europe (hors France),Suisse,397
2014-08-01,Europe (hors France),Suisse,217
2014-09-01,Europe (hors France),Suisse,316
2014-10-01,Europe (hors France),Suisse,389
2014-11-01,Europe (hors France),Suisse,226
2014-12-01,Europe (hors France),Suisse,201
2015-01-01,Europe (hors France),Suisse,170
2015-02-01,Europe (hors France),Suisse,155
2015-03-01,Europe (hors France),Suisse,197
2015-04-01,Europe (hors France),Suisse,189
2015-05-01,Europe (hors France),Suisse,252
2015-06-01,Europe (hors France),Suisse,189
2015-07-01,Europe (hors France),Suisse,408
2015-08-01,Europe (hors France),Suisse,208
2015-09-01,Europe (hors France),Suisse,305
2015-10-01,Europe (hors France),Suisse,345
2015-11-01,Europe (hors France),Suisse,227
2015-12-01,Europe (hors France),Suisse,200
2016-01-01,Europe (hors France),Suisse,152
2016-02-01,Europe (hors France),Suisse,181
2016-03-01,Europe (hors France),Suisse,194
2016-04-01,Europe (hors France),Suisse,187
2016-05-01,Europe (hors France),Suisse,229
2016-06-01,Europe (hors France),Suisse,174
2016-07-01,Europe (hors France),Suisse,404
2016-08-01,Europe (hors France),Suisse,251
2016-09-01,Europe (hors France),Suisse,274
2016-10-01,Europe (hors France),Suisse,297
2016-11-01,Europe (hors France),Suisse,271
2016-12-01,Europe (hors France),Suisse,217
2017-01-01,Europe (hors France),Suisse,187
2017-02-01,Europe (hors France),Suisse,155
2017-03-01,Europe (hors France),Suisse,130
2017-04-01,Europe (hors France),Suisse,205
2017-05-01,Europe (hors France),Suisse,246
2017-06-01,Europe (hors France),Suisse,203
2017-07-01,Europe (hors France),Suisse,477
2017-08-01,Europe (hors France),Suisse,252
2017-09-01,Europe (hors France),Suisse,347
2017-10-01,Europe (hors France),Suisse,388
2017-11-01,Europe (hors France),Suisse,257
2017-12-01,Europe (hors France),Suisse,207
2018-01-01,Europe (hors France),Suisse,212
2018-02-01,Europe (hors France),Suisse,187
2018-03-01,Europe (hors France),Suisse,223
2018-04-01,Europe (hors France),Suisse,239
2018-05-01,Europe (hors France),Suisse,287
2018-06-01,Europe (hors France),Suisse,206
2018-07-01,Europe (hors France),Suisse,531
2018-08-01,Europe (hors France),Suisse,303
2018-09-01,Europe (hors France),Suisse,400
2018-10-01,Europe (hors France),Suisse,368
2018-11-01,Europe (hors France),Suisse,250
2018-12-01,Europe (hors France),Suisse,200
2019-01-01,Europe (hors France),Suisse,193
2019-02-01,Europe (hors France),Suisse,203
2019-03-01,Europe (hors France),Suisse,251
2019-04-01,Europe (hors France),Suisse,291
2019-05-01,Europe (hors France),Suisse,263
2019-06-01,Europe (hors France),Suisse,256
2019-07-01,Europe (hors France),Suisse,490
2019-08-01,Europe (hors France),Suisse,316
2019-09-01,Europe (hors France),Suisse,370
2019-10-01,Europe (hors France),Suisse,420
2019-11-01,Europe (hors France),Suisse,249
2019-12-01,Europe (hors France),Suisse,222
2020-01-01,Europe (hors France),Suisse,160
2020-02-01,Europe (hors France),Suisse,188
2020-03-01,Europe (hors France),Suisse,73
2020-07-01,Europe (hors France),Suisse,61
2020-08-01,Europe (hors France),Suisse,82
2020-09-01,Europe (hors France),Suisse,88
2020-10-01,Europe (hors France),Suisse,55
2020-11-01,Europe (hors France),Suisse,25
2020-12-01,Europe (hors France),Suisse,37
2021-01-01,Europe (hors France),Suisse,36
2021-02-01,Europe (hors France),Suisse,7
2021-05-01,Europe (hors France),Suisse,2
2021-06-01,Europe (hors France),Suisse,33
2021-07-01,Europe (hors France),Suisse,130
2021-08-01,Europe (hors France),Suisse,98
2021-09-01,Europe (hors France),Suisse,82
2021-10-01,Europe (hors France),Suisse,145
2021-11-01,Europe (hors France),Suisse,86
2021-12-01,Europe (hors France),Suisse,69
2022-01-01,Europe (hors France),Suisse,51
2022-02-01,Europe (hors France),Suisse,53
2022-03-01,Europe (hors France),Suisse,80
2006-01-01,France,France,2380
2006-02-01,France,France,3087
2006-03-01,France,France,2895
2006-04-01,France,France,3734
2006-05-01,France,France,2904
2006-06-01,France,France,3417
2006-07-01,France,France,4930
2006-08-01,France,France,3200
2006-09-01,France,France,3939
2006-10-01,France,France,4777
2006-11-01,France,France,3670
2006-12-01,France,France,3499
2007-01-01,France,France,2624
2007-02-01,France,France,3163
2007-03-01,France,France,4107
2007-04-01,France,France,3513
2007-05-01,France,France,2813
2007-06-01,France,France,3541
2007-07-01,France,France,4888
2007-08-01,France,France,3761
2007-09-01,France,France,3470
2007-10-01,France,France,4338
2007-11-01,France,France,3608
2007-12-01,France,France,3335
2008-01-01,France,France,2322
2008-02-01,France,France,3015
2008-03-01,France,France,3732
2008-04-01,France,France,3408
2008-05-01,France,France,3446
2008-06-01,France,France,3439
2008-07-01,France,France,4982
2008-08-01,France,France,3889
2008-09-01,France,France,3422
2008-10-01,France,France,4607
2008-11-01,France,France,3073
2008-12-01,France,France,3039
2009-01-01,France,France,2408
2009-02-01,France,France,2999
2009-03-01,France,France,3630
2009-04-01,France,France,3015
2009-05-01,France,France,3062
2009-06-01,France,France,2920
2009-07-01,France,France,4485
2009-08-01,France,France,3484
2009-09-01,France,France,3072
2009-10-01,France,France,3911
2009-11-01,France,France,3145
2009-12-01,France,France,3125
2010-01-01,France,France,2225
2010-02-01,France,France,2636
2010-03-01,France,France,3034
2010-04-01,France,France,2474
2010-05-01,France,France,2633
2010-06-01,France,France,2775
2010-07-01,France,France,4657
2010-08-01,France,France,3499
2010-09-01,France,France,2971
2010-10-01,France,France,3778
2010-11-01,France,France,2695
2010-12-01,France,France,3167
2011-01-01,France,France,2043
2011-02-01,France,France,2450
2011-03-01,France,France,2697
2011-04-01,France,France,2907
2011-05-01,France,France,2653
2011-06-01,France,France,2865
2011-07-01,France,France,4434
2011-08-01,France,France,3147
2011-09-01,France,France,2924
2011-10-01,France,France,3648
2011-11-01,France,France,2743
2011-12-01,France,France,3324
2012-01-01,France,France,1738
2012-02-01,France,France,2643
2012-03-01,France,France,3035
2012-04-01,France,France,2796
2012-05-01,France,France,2365
2012-06-01,France,France,2957
2012-07-01,France,France,4269
2012-08-01,France,France,3439
2012-09-01,France,France,3269
2012-10-01,France,France,3840
2012-11-01,France,France,2629
2012-12-01,France,France,2918
2013-01-01,France,France,1566
2013-02-01,France,France,2170
2013-03-01,France,France,2800
2013-04-01,France,France,2614
2013-05-01,France,France,2558
2013-06-01,France,France,2878
2013-07-01,France,France,4384
2013-08-01,France,France,2936
2013-09-01,France,France,2714
2013-10-01,France,France,3770
2013-11-01,France,France,2331
2013-12-01,France,France,2225
2014-01-01,France,France,1550
2014-02-01,France,France,2035
2014-03-01,France,France,2575
2014-04-01,France,France,2728
2014-05-01,France,France,2903
2014-06-01,France,France,2979
2014-07-01,France,France,4499
2014-08-01,France,France,3374
2014-09-01,France,France,3350
2014-10-01,France,France,3817
2014-11-01,France,France,2700
2014-12-01,France,France,2377
2015-01-01,France,France,1524
2015-02-01,France,France,1892
2015-03-01,France,France,2638
2015-04-01,France,France,2723
2015-05-01,France,France,3096
2015-06-01,France,France,3040
2015-07-01,France,France,5034
2015-08-01,France,France,3296
2015-09-01,France,France,3257
2015-10-01,France,France,3963
2015-11-01,France,France,2880
2015-12-01,France,France,2422
2016-01-01,France,France,1650
2016-02-01,France,France,2311
2016-03-01,France,France,2490
2016-04-01,France,France,3435
2016-05-01,France,France,2940
2016-06-01,France,France,3384
2016-07-01,France,France,5132
2016-08-01,France,France,3917
2016-09-01,France,France,3840
2016-10-01,France,France,4734
2016-11-01,France,France,2571
2016-12-01,France,France,2682
2017-01-01,France,France,1710
2017-02-01,France,France,1923
2017-03-01,France,France,2777
2017-04-01,France,France,3174
2017-05-01,France,France,3203
2017-06-01,France,France,3557
2017-07-01,France,France,5962
2017-08-01,France,France,4532
2017-09-01,France,France,4357
2017-10-01,France,France,4658
2017-11-01,France,France,2912
2017-12-01,France,France,2920
2018-01-01,France,France,1749
2018-02-01,France,France,2032
2018-03-01,France,France,2672
2018-04-01,France,France,4201
2018-05-01,France,France,3616
2018-06-01,France,France,4501
2018-07-01,France,France,7380
2018-08-01,France,France,5623
2018-09-01,France,France,5466
2018-10-01,France,France,5523
2018-11-01,France,France,2868
2018-12-01,France,France,3641
2019-01-01,France,France,2176
2019-02-01,France,France,2783
2019-03-01,France,France,3495
2019-04-01,France,France,5356
2019-05-01,France,France,4696
2019-06-01,France,France,5089
2019-07-01,France,France,8481
2019-08-01,France,France,6659
2019-09-01,France,France,6217
2019-10-01,France,France,6954
2019-11-01,France,France,4159
2019-12-01,France,France,4317
2020-01-01,France,France,2369
2020-02-01,France,France,3477
2020-03-01,France,France,1685
2020-07-01,France,France,3543
2020-08-01,France,France,4418
2020-09-01,France,France,4042
2020-10-01,France,France,4824
2020-11-01,France,France,913
2020-12-01,France,France,2841
2021-01-01,France,France,2001
2021-02-01,France,France,358
2021-03-01,France,France,260
2021-04-01,France,France,314
2021-05-01,France,France,511
2021-06-01,France,France,2793
2021-07-01,France,France,7579
2021-08-01,France,France,4525
2021-09-01,France,France,2621
2021-10-01,France,France,5636
2021-11-01,France,France,3287
2021-12-01,France,France,4317
2022-01-01,France,France,1780
2022-02-01,France,France,3018
2022-03-01,France,France,3851
2006-01-01,Pacifique,Australie,989
2006-02-01,Pacifique,Australie,653
2006-03-01,Pacifique,Australie,664
2006-04-01,Pacifique,Australie,1076
2006-05-01,Pacifique,Australie,1093
2006-06-01,Pacifique,Australie,885
2006-07-01,Pacifique,Australie,974
2006-08-01,Pacifique,Australie,889
2006-09-01,Pacifique,Australie,1082
2006-10-01,Pacifique,Australie,957
2006-11-01,Pacifique,Australie,979
2006-12-01,Pacifique,Australie,1178
2007-01-01,Pacifique,Australie,1162
2007-02-01,Pacifique,Australie,651
2007-03-01,Pacifique,Australie,995
2007-04-01,Pacifique,Australie,1083
2007-05-01,Pacifique,Australie,1110
2007-06-01,Pacifique,Australie,1053
2007-07-01,Pacifique,Australie,1003
2007-08-01,Pacifique,Australie,724
2007-09-01,Pacifique,Australie,886
2007-10-01,Pacifique,Australie,1008
2007-11-01,Pacifique,Australie,925
2007-12-01,Pacifique,Australie,1146
2008-01-01,Pacifique,Australie,869
2008-02-01,Pacifique,Australie,601
2008-03-01,Pacifique,Australie,792
2008-04-01,Pacifique,Australie,949
2008-05-01,Pacifique,Australie,958
2008-06-01,Pacifique,Australie,883
2008-07-01,Pacifique,Australie,824
2008-08-01,Pacifique,Australie,785
2008-09-01,Pacifique,Australie,1001
2008-10-01,Pacifique,Australie,1176
2008-11-01,Pacifique,Australie,657
2008-12-01,Pacifique,Australie,733
2009-01-01,Pacifique,Australie,621
2009-02-01,Pacifique,Australie,371
2009-03-01,Pacifique,Australie,497
2009-04-01,Pacifique,Australie,529
2009-05-01,Pacifique,Australie,498
2009-06-01,Pacifique,Australie,540
2009-07-01,Pacifique,Australie,483
2009-08-01,Pacifique,Australie,412
2009-09-01,Pacifique,Australie,631
2009-10-01,Pacifique,Australie,743
2009-11-01,Pacifique,Australie,573
2009-12-01,Pacifique,Australie,659
2010-01-01,Pacifique,Australie,413
2010-02-01,Pacifique,Australie,302
2010-03-01,Pacifique,Australie,444
2010-04-01,Pacifique,Australie,534
2010-05-01,Pacifique,Australie,489
2010-06-01,Pacifique,Australie,611
2010-07-01,Pacifique,Australie,687
2010-08-01,Pacifique,Australie,600
2010-09-01,Pacifique,Australie,816
2010-10-01,Pacifique,Australie,709
2010-11-01,Pacifique,Australie,656
2010-12-01,Pacifique,Australie,684
2011-01-01,Pacifique,Australie,462
2011-02-01,Pacifique,Australie,460
2011-03-01,Pacifique,Australie,646
2011-04-01,Pacifique,Australie,996
2011-05-01,Pacifique,Australie,544
2011-06-01,Pacifique,Australie,731
2011-07-01,Pacifique,Australie,732
2011-08-01,Pacifique,Australie,694
2011-09-01,Pacifique,Australie,702
2011-10-01,Pacifique,Australie,666
2011-11-01,Pacifique,Australie,856
2011-12-01,Pacifique,Australie,747
2012-01-01,Pacifique,Australie,455
2012-02-01,Pacifique,Australie,660
2012-03-01,Pacifique,Australie,758
2012-04-01,Pacifique,Australie,934
2012-05-01,Pacifique,Australie,938
2012-06-01,Pacifique,Australie,1101
2012-07-01,Pacifique,Australie,832
2012-08-01,Pacifique,Australie,892
2012-09-01,Pacifique,Australie,1001
2012-10-01,Pacifique,Australie,936
2012-11-01,Pacifique,Australie,737
2012-12-01,Pacifique,Australie,980
2013-01-01,Pacifique,Australie,587
2013-02-01,Pacifique,Australie,525
2013-03-01,Pacifique,Australie,1000
2013-04-01,Pacifique,Australie,735
2013-05-01,Pacifique,Australie,898
2013-06-01,Pacifique,Australie,937
2013-07-01,Pacifique,Australie,775
2013-08-01,Pacifique,Australie,643
2013-09-01,Pacifique,Australie,726
2013-10-01,Pacifique,Australie,693
2013-11-01,Pacifique,Australie,792
2013-12-01,Pacifique,Australie,856
2014-01-01,Pacifique,Australie,663
2014-02-01,Pacifique,Australie,662
2014-03-01,Pacifique,Australie,783
2014-04-01,Pacifique,Australie,1001
2014-05-01,Pacifique,Australie,727
2014-06-01,Pacifique,Australie,1025
2014-07-01,Pacifique,Australie,661
2014-08-01,Pacifique,Australie,619
2014-09-01,Pacifique,Australie,864
2014-10-01,Pacifique,Australie,786
2014-11-01,Pacifique,Australie,731
2014-12-01,Pacifique,Australie,793
2015-01-01,Pacifique,Australie,577
2015-02-01,Pacifique,Australie,480
2015-03-01,Pacifique,Australie,683
2015-04-01,Pacifique,Australie,773
2015-05-01,Pacifique,Australie,653
2015-06-01,Pacifique,Australie,908
2015-07-01,Pacifique,Australie,734
2015-08-01,Pacifique,Australie,872
2015-09-01,Pacifique,Australie,922
2015-10-01,Pacifique,Australie,893
2015-11-01,Pacifique,Australie,868
2015-12-01,Pacifique,Australie,804
2016-01-01,Pacifique,Australie,584
2016-02-01,Pacifique,Australie,594
2016-03-01,Pacifique,Australie,887
2016-04-01,Pacifique,Australie,1131
2016-05-01,Pacifique,Australie,799
2016-06-01,Pacifique,Australie,953
2016-07-01,Pacifique,Australie,735
2016-08-01,Pacifique,Australie,829
2016-09-01,Pacifique,Australie,968
2016-10-01,Pacifique,Australie,807
2016-11-01,Pacifique,Australie,696
2016-12-01,Pacifique,Australie,774
2017-01-01,Pacifique,Australie,608
2017-02-01,Pacifique,Australie,554
2017-03-01,Pacifique,Australie,687
2017-04-01,Pacifique,Australie,847
2017-05-01,Pacifique,Australie,710
2017-06-01,Pacifique,Australie,1075
2017-07-01,Pacifique,Australie,934
2017-08-01,Pacifique,Australie,790
2017-09-01,Pacifique,Australie,1158
2017-10-01,Pacifique,Australie,1275
2017-11-01,Pacifique,Australie,680
2017-12-01,Pacifique,Australie,697
2018-01-01,Pacifique,Australie,499
2018-02-01,Pacifique,Australie,436
2018-03-01,Pacifique,Australie,766
2018-04-01,Pacifique,Australie,831
2018-05-01,Pacifique,Australie,695
2018-06-01,Pacifique,Australie,869
2018-07-01,Pacifique,Australie,1151
2018-08-01,Pacifique,Australie,650
2018-09-01,Pacifique,Australie,978
2018-10-01,Pacifique,Australie,1078
2018-11-01,Pacifique,Australie,708
2018-12-01,Pacifique,Australie,674
2019-01-01,Pacifique,Australie,766
2019-02-01,Pacifique,Australie,451
2019-03-01,Pacifique,Australie,571
2019-04-01,Pacifique,Australie,810
2019-05-01,Pacifique,Australie,561
2019-06-01,Pacifique,Australie,767
2019-07-01,Pacifique,Australie,829
2019-08-01,Pacifique,Australie,697
2019-09-01,Pacifique,Australie,758
2019-10-01,Pacifique,Australie,556
2019-11-01,Pacifique,Australie,742
2019-12-01,Pacifique,Australie,696
2020-01-01,Pacifique,Australie,551
2020-02-01,Pacifique,Australie,446
2020-03-01,Pacifique,Australie,179
2020-07-01,Pacifique,Australie,5
2020-08-01,Pacifique,Australie,11
